Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"Tailorpatterns:T-Shirt Dress pdf Sewing Pattern Flared Short Sleeve Swing Dress Pattern Size XS-XXXL Digital Download Sewing Tutorial Printable PDF Pattern
Women sewing pattern, Dress Sewing pattern, Pdf Sewing Pattern, Women Dress Pattern, Dress Pdf pattern, Sewing pattern pdf, Digital pdf pattern, Pdf Dress Pattern, Flared Dress Pattern, Swing Dress Pattern, Lounge Dress Pattern, Tent Dress Pattern, Tshirt Dress Pattern",509,4724,9.3,156,$6.98,"$1,089",231
"DusiCrafts:Floral cross ornament with flowers, PDF Tutorial & Pattern for Hand Sewing / DIGITAL Instant Download
PDF Tutorial, Hand Sewing, ornament pattern, felt ornament PDF, felt flower pattern, hand embroidery, felt easter pattern, felt cross ornament, cross with flowers, baptism decorations, Resurrection cross, christening ornament, floral Easter cross",379,3206,8.5,106,$9.10,$964,175
"LasVegasDollPatterns:1980's McCall's fashion doll PDF Printable pattern Bundle
696, 2207, 5738, 9283, brooke shields, mcalls, 1980s, pdf, printable pattern",1199,4576,3.8,236,$3.99,$942,161
"DrChocoCrocheet:Crochet Fiora the Baby Dragon Pdf Pattern
Crochet, Amigurumi, Dragon pattern, Crochet pattern, Amigurumi pattern, Amigurumi dragon, Crochet dragon, Pdf pattern",52,4050,77.9,208,$4.49,$934,394
"michellepatterns:Just a Pinch Potholder PDF Sewing Pattern (Digital Delivery): Quick and easy beginner sewing project tutorial to make kitchen potholders.
pdf sewing pattern, kitchen accessories, potholder pattern, michellepatterns, kitchen potholder, pinch potholder, sew potholders, diy gift for cook, kitchen cooking bake, quick easy simple, craft show sewing",5179,5623,1.1,186,$5.00,$930,404
"IvLHechoConAmor:Men and women bathrobe pdf sewing pattern, hooded robe, kimono robe, housecoat, dressing grown, unisex robe, teen bathrobe, instant download
hooded robe, kimono robe, housecoat, dressing grown, women robe, teen bathrobe, instant download, Unisex bathrobe, pdf sewing pattern, man bathrobe, loungewear robe, projector sewing pattern, Cover up robe pattern",504,16896,33.5,871,$1.00,$871,1429
"FlossabilitiesStore:Beach - PDF Cross stitch pattern
cross stitch, summer crossstitch, summer pattern, cross stitch pattern, cross stitch pdf, summer, crossstitching, beach cross stitch, seahorse crossstitch, palm tree crossstitc, boat crossstitch, long crossstitch, x stitch patterns",354,2467,7,61,$12.60,$769,191
"CraftandaCuppa:CROCHET PATTERN PDF, The Scrappy Shift Dress, Crochet Pattern, Pdf File, Retro Crochet, Festival Dress, Scrapbuster,
retro crochet, shift dress, crochet pdf file, dress tutorial, granny squares, granny square dress, scrapbuster, scrap project, scrappy dress, sixties style, crochet tutorial, crochet pattern, summer crochet",719,2903,4,96,$7.96,$764,271
"ChibiHandmadeJP:Crochet Bee PDF Pattern
crochet, nintendo, cute, pdf, keychain, gift, adorable, minecraft, gaming, kids, pattern, bee, animal",565,2693,4.8,138,$4.99,$689,447
"SilksCrochetPatterns:450 Amigurumi Crochet Patterns - PDF Crochet Bundle | Cute - Easy Amigurumi | Beginner Amigurumi Pattern | Holiday & Seasonal Crochet Ebook
crochet pattern, crochet patterns, pdf crochet pattern, beginner amigurumi, cute crochet pattern, crochet bundle, crochet ebook, amigurumi crochet, amigurumi pattern, valentine amigurumi, halloween amigurumi, christmas amigurumi, amigurumi bundle",74,2688,36.3,67,$10.00,$670,89
"BustleandSew:Little Elephant Felt Trophy Head pattern pdf instant download
elephant, trophy head, faux taxidermy, felt trophy head, felt elephant, pdf, pattern, instant download",3524,3737,1.1,123,$5.31,$653,296
"SeynoooDesign:Van Gogh Pdf Pattern, Crochet Van Gogh Pattern, Amigurumi Van Gogh, Crochet Artist Pattern, Van Gogh Doll Pattern
Van Gogh, Crochet Van Gogh, A amigurumi Van Gogh, Crochet painter, Amigurumi painter, Crochet artist doll, Amigurumi artist, Crochet artist, Van Gogh crochet, Van Gogh amigurumi, Van Gogh doll, Van Gogh pattern, Van Gogh pdf pattern",274,2621,9.6,86,$7.28,$626,229
"TammaPatterns:Long corset pattern, pdf sewing pattern with tutorial, XS-XXXL sizes
corset pattern, tank top pattern, sewing pattern, dress sewing pattern, pattern how to, pdf sewing pattern, corset pattern pdf, bustier pattern, corset top pattern, easy sewing pattern, top pattern, handmade corset, pdf pattern",135,1958,14.5,49,$12.00,$588,176
"Freemotionbytheriver:Cactus Flower Quilt Table Topper PDF
quilt, quilt pattern, batiks, autumn, table topper, gift idea, patchwork, downloadable pdf, pdf, quilt block, cactus flower, fall design, fall decorating",233,3231,13.9,166,$3.49,$579,152
"PebblesCrochetShop23:Crochet electric mouse snuggler, Intermediate pattern, Downloadable pdf crochet pattern, Written in US terminology
crochet, pattern, inspired by pokemon, pdf, digital, cute, electric, mouse, inspired by pikachu",77,2801,36.4,144,$4.00,$576,477
"hannakarlzon:PDF  coloring pages, Girl power 2, set of 3 pages
coloring, coloring page, adult coloring, PDF coloring, hanna karlzon, colouring page, art nouveau, insect, peacock, skull, butterfly, helmet, fantasy",2043,2736,1.3,90,$6.12,$551,178
"maymade:Canadian Flag - PDF, JPEG, png, svg, and gsp for cutting machines and coloring
scrapbooking, PDF, digital, cutter, vector, download, flag, Canada, Canadian, maple leaf",2597,27396,10.5,253,$2.00,$506,8
"DaisyTinyThingsCraft:PDF crochet En vy doll pattern, crochet doll girl pattern (US term)
AMIGURUMI DOLLS, AMIGURUMI PATTERN, CROCHET AMIGURUMI, CROCHET CHIBI DOLL, CROCHET DOLL, CROCHET DOLL PATTERN, CROCHET PATTERNS, DIY CROCHET TUTORIAL, DOLL FOR GIRL, ENGLISH DOLL PATTERN, DAISYTINYTHINGSCRAFT, CROCHET DOLL PDF, DOLL WITH CLOTHER",248,2308,9.3,76,$6.49,$493,303
"PearlShoreCat:Hello Sunshine Beginner Knit Blanket Pattern pdf Instant Digital Download, Easy Knitting Instructions for your Retro Home Decor
knit pattern, knitting pattern, afghan pattern, knit afghan pattern, pattern knit blanket, knit pattern blanket, easy knit pattern, beginner knitting, patterns for, patterns pdf, blanket patterns, beginner pattern, bright yellow",4073,4032,1,208,$2.20,$458,164
"ShinestarXstitch:Wildflowers Cross Stitch Pattern Instant PDF Download- Wildflowers in Оld Log Watercolor Cross Stitch Hand Embroidery Flowers Nature Pattern
Watercolor pattern, Modern Cross Stitch, Hand Embroidery, Gifts for Friends, Counted Cross Stitch, Pdf Pattern, Instant Download, Flowers, Wildflowers Pattern, Log Cross Stitch, Nature Cross Stitch, Blooms, Chart",315,1650,5.2,54,$6.82,$368,118
"CottageCoreStitches:Flowers in Mason Jars, cross stitch patterns pdf, printable pdf pattern, Cross Stitch Chart, instant download, Digital counted cross stitch
cross stitch pattern, pdf pattern, cross stitch charts, counted cross stitch, printable pattern, instant download pdf, embroidery patterns, digital download, cross stitch pdf, pattern pdf, floral cross stitch, digital cross stitch, flowers in jars",290,1286,4.4,42,$7.87,$331,121
"Bookshopplace:Coco wyo coloring 11 books pdf, Coco wyo coloring pages
Coco wyo book pdf, Coco wyo pages, Coco wyo, Coco wyo coloring, Coloring book, Coloring pages, Cute coloring, Alcohol bruch, coco wy, girl moments coco, cozy friends coco, coco",98,2090,21.3,107,$2.62,$280,97
"OneCraftyBich:UNHINGED Journal Prompts, digital journal, IPAD journal, PDF journal, Goodnotes and notability
digital journal, cottage core journal, unhinged journal, PDF writing, download journal, goodnote download, PDF download, digital diary, ipad template, 2025 journal, Digital Journal Best, Ipad Digital Journal, Daily Journal",413,1696,4.1,87,$3.00,$261,96
"EasyPiecyQuiltsLLC:Betsy Quilted Patriotic Flag Pillow PDF Pattern - Instant Download, Flag Pillow, Quilted Pillow, Throw Pillow Pattern, Patriotic Home Decor
patriotic sewing, summer sewing decor, americana sewing, diy flags, PDF Pillow pattern, quilteful, pillowful, pillowsewing pattern, gifted-throw-pillows, throwpillow pattern, fl ags, flag gifte, flagpillow",332,945,2.8,31,$8.00,$248,115
"SimpleNatureCraft:PDF Pattern 24 Sizes Watch Straps - Detailed Leather Watch Strap Template, DIY Leather Craft, Sizes 16-28, Handmade Digital Design
Watch Strap Pattern, Leather Watch Strap, DIY Watch Strap, Watch Band Template, Leather Pattern PDF, Watch Chain Design, A4 Printable Pattern, DIY Strap Template, 24 Sizes Pattern, Handmade Watch Strap, Watch Strap DIY, Strap Making Pattern, Leather Craft Diy",208,1355,6.5,44,$5.50,$242,49
"FloraChiropractic:The Safety Pin Cycle Downloadable Poster PDF
chiropractic, quote, wellness, osteopathy, clinic poster, poster, download, pdf, physio, iceberg, underlying causes",400,558,1.4,11,$20.31,$223,29
"GusandSteel:Kids Track Shorts PDF Sewing Pattern - Pattern #109
sewing pattern, projector sewing, A0 sewing pattern, easy sewing pattern, PDF sewing pattern, beginner sewing, knit sewing, lowland kids, misusu, shorts pattern, toddler sewing, track shorts",744,788,1.1,26,$8.00,$208,63
"SewJewish:Challah Cover PDF Sewing Pattern - Almond Blossoms Challah Cover Sewing Pattern - Applique, Embroidery - PDF Pattern - Jewish Sewing Pattern
Shabbat, embroidery, applique pattern, challah cover, sewing pattern, PDF pattern, almond blossoms, Jewish sewing, Judaica, Shabbos, Jewish gift, DIY, Jewish",2040,927,0.5,30,$6.50,$195,54
"YourFamilyPrint:Cross Stitch Pattern Blue Tulips PDF Christmas Full Coverage Blue Flowers Stitch Pattern PDF Instant Download  Cross Stitch PDF Cross Stitch
cross stitch, cross stitch pattern, stitches, Keresztoltes, Pointdecroix, Puntodecruz, full coverageXstitch, full coverage PDF, Puntodecroce, Ristipisto, Pwythcroes, Pontocroce, Blue tulips PDF",200,564,2.8,14,$12.60,$176,56
"SewJewish:Passover Matzah Cover Sewing Pattern, PDF Pattern and Instructions, King David's Jerusalem, Jewish Holiday Craft, How to Make Matzoh Cover
Passover Seder, Passover sewing, sewing pattern, PDF sewing pattern, Jewish holiday, Passover decor, matzah cover, Passover matzah, Sever matzah, Passover pattern, Square matzah cover, Jerusalem Israel",1867,840,0.4,27,$6.50,$176,45
"quiltdoodledesigns:Holly Berry Snowman Applique  PDF Pattern for Tea Towel, A cute snowman design
quilting, home, applique, quilt doodles, tea towel, housewares, pattern, Christmas, winter, Holiday, PDF, snowman, snowmen",1589,751,0.5,38,$4.00,$152,40
"FlossabilitiesStore:shack on the Shore PDF pattern Cross stitch chart
summer crossstitch, beach crossstitch, cross stitch pattern, PDF cross stitch, beach hut crossstitc, shack on the shore, sand cross stitch, sea cross stitch, ocean cross stitch, palm trees crossstit, crabs crossstitch, seashell crossstitch, pattern keeper",9,427,47.4,10,$14.59,$146,43
