Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"BellaRoseCreatesCo:Lg Butterflies Straw Cover (Larger), tumbler accessories, butterfly straw topper, fits 10mm straws, cute straw toppers, gift for her
tumbler accessories, straw topper, straw covers, butterfly accessorie, butterfly toppers, gift for her, gift for friend, fits 10mm straw",248,106,0.4,5,$2.50,$12,11
"BellaRoseCreatesCo:Nurse Scrub Straw Toppers, tumbler accessories, straw cover, straw topper, healthcare topper, nurse gift, gift for her, fits 6-8mm straws
nurse straw topper, tumbler straw topper, tumbler accessories, 6-8mm straws, straw topper, nurse gift, gift for her, gift for healthcare, gift for friend",228,99,0.4,5,$2.00,$10,5
"BellaRoseCreatesCo:Yellow Sunflower Straw Topper (Larger), tumbler accessories, fits 10mm straws, sunflower straw cover, gift for her, straw accessories
sunflower toppers, straw toppers, straw covers, tumbler accessories, straw accessories, gift for her, gift for friend, fits 10mm straws",228,64,0.3,3,$2.50,$8,4
"Angelxbeans:Sushi reptile sticker sheet, laptop sticker, glossy vinyl cute stickers, gifts for her or him crested gecko leopard gecko frog ball python
Handmade stickers, Gift for her, Reptile decor, Reptile stickers, Planner stickers, Girly stickers, Flower stickers, Custom artwork, Sticker sheet, Sushi theme, Sticker shop",26,39,1.5,1,$5.00,$5,5
"StudioSashaLA:Limoncello Wrapping Paper, Wrapping Paper, Gift for Her, Gift, Birthday, Valentine's Day, Anniversary, Gift Wrap
Gift for Her, Wrapping Paper, Christmas, seamless pattern, Gift Tags, Anniversary gift, gift wrap, Wedding gift ideas, Christmas gift wrap, Holiday Gift wrap, Custom gift, custom gift wrap, personalized gift",1,0,0,0,$25.00,$0,1
"PapierDabeille:Baking Wrapping Paper, Baking Gift Wrap, Gift For Baker, Baking Lover, Love To Bake, Gift For Her, Baker Wrapping Paper, Cake Maker, Baker
Cooking Wrapping, Cooking Gift Wrap, Love To Cook, Baking Wrapping, Baking GIft, Baking Gift Wrap, Love TO Bake, Baking Era, Aesthetic, Aesthetic Baking, Cake Lover, Cake Baker, Gift For Her",368,38,0.1,0,$21.99,$0,4
"BsCreationsVA:Mentally Unstable And Well Aware, Flexible Magnet,40oz Tumbler, Cup Magnet, Gift For You, Gift For Her, Gift For Him
Tumbler Magnet, Magnet, Cup Decorations, Flexible Magnet, Gift For You, 40oz Tumbler, Gift for Him, Gift For Her, Funny Sayings, Adult Humor, Mentally Unstable, Well Aware, Cat",329,29,0.1,0,$8.00,$0,5
"OakleyAvenueGiftWrap:Custom Vintage Birthday Theme Gift Wrap | Rose Color Personalized Wrapping Paper | Girls Teen Mom Wife Bday Party Supplies | Gifts for her
milestone birthday, holiday wrapping, funny wrapping, baby shower gift, custom gift wrap, personalized gifts, vintage gift, gift for her, wrapping paper, custom wrapping, baby shower girl, girls birthday, 1st birthday",389,5,0,0,$19.99,$0,0
"FullCircleCraftwork:Affirmation Tokens Set of 25 Round Wood Tokens Positive Pocket Tokens Inspiration Tokens Motivational Gift for Teen Gift for Her
Affirmation token, Affirmation tokens, pocket tokens, wooden tokens, set of tokens, daily affirmations, postive gift ideas, adult gift ideas, adult inspiration, daily pocket tokens, gift for her, valentine's day gift, Round tokens",93,46,0.5,0,$24.00,$0,3
"HyggeGiftsStudio:Cup of Love | Comforting Gift Box with Blanket for Women, Gift Set for Him, Hygge Gift, Thinking of you care package, Birthday gifts for her
symapthy gift box, hygge gift box, self care gift box, hygge gift, gift box for men, get well gift box, gift baskets, thank you gift, best friend birthday, cozy gift, gift box, gift set, gifts for her",3,9,3,0,$80.00,$0,1
"TiedTogetherbyMK:Swift Love Era Inspired Wrapping Paper, Gifts for Her
birthday, surprise party, gifts for her, swift, eras",5,2,0.4,0,$14.50,$0,0
"Millenialcrafter:Personalized Birthday Gift| Self-care giftbox| Birthday gift for her| Custom mug set
Birthday Gift, Gifts for her, top gifts, gifts for friends, personalizable gifts, gifts with name, bridesmaid gift, box, custom gift",990,338,0.3,0,$34.99,$0,11
"MiaGiftShopCo:Thinking Of You Gift Box with Personalized Tumbler | Hygge Gift Box, Love You Gift Box for Her with Speaker, Spa Box Gift for Her, Self Care
gift box, personalized gift, thinking of you, hyggie gift, spa box, personalized tumbler, love you box, gift fer her, self care kit, self care package, self care gift, Box with Speaker, Shower Speaker box",250,10,0,0,$70.00,$0,0
"AnnaliciaLima:Coquette Bow Vinyl Decal Sticker Window or Bumper Decor Gift for her
window sticker, wall sticker, laptop sticker, waterbottle sticker, hydro flask sticker, Stanley cup sticker, room decor, gift for her, Ribbon sticker, Bow Sticker, coquette, coquette bow",5,1,0.2,0,$8.00,$0,0
"TripsJungle:Rescue Dogs Matter Copper Vacuum Insulated Bottle, Dog Humor, Gift for Her, Gift for Him, Adopt a Dog, Dog Lover
Rescue Dogs, Rescue Dogs Matter, Insulated Bottle, Dog Humor, Gift for Her, Gift for Him, Adopt a Dog, Dog Lover, Dog Adoption, Single Person Gift, Funny Bottle",659,7,0,0,$26.13,$0,0
"PNKTique:Blue and white Gift Wrap,  D9 Paraphernalia, Unique Sorority Gift for her, HBCU Divine Nine, Finer women Wrapping Paper, Holiday gift wrap
Christmas Gift, Divine nine gift, christmas gift wrap, finer gift, zeta soror gift, holiday gift wrap, gift wrapping, zeta gifts, zeta wrapping paper, zeta phi beta, wrapping paper, gifts for her, paper",885,28,0,0,$25.99,$0,0
"TinythoughtsStore:Gourmet Chocolate Artisan Soap & Dried Flowers Gift Box Unique Self-Care Gift for Her Luxury Gift Box with Chocolate Pampering Gift for Her
chocolate gift box, flower gift set, pampering gift box, flower soap gift set, mother's day gift, relaxation gift set, unique gift for her, luxury gift for her, spa gift with soap, gift for mom, thoughtful gift idea, dried flower bouquet, dried flower gift",9,1,0.1,0,$36.50,$0,0
"CarolinaCanCoolers:Personalized Stickers, Gifts For Her, Mother's Day Gift, Personalized Gift for Mom, Gift for Her, Waterproof Decal, Custom Photo Sticker
Gifts For Her, Mother's Day Gift, Gift for Her, Waterproof Decal, Custom Photo Sticker, Personalized, Gift for Mom, Stickers, Photo Sticker, Waterbottle Stickers, Die Cut Sticker, Vinyl Decal, Gift for Him",12,17,1.4,0,$8.50,$0,1
"VibesbyNat:Tumbler Cup, Matcha Queen Acrylic Clear Cup with Lid and Straw, Smoothie Glass for Tea, Coffee, Bubble Tea, Juice, Travel Mug, Gift for Her
Acrylic Cup, Clear Tumbler, Matcha Queen, Suave Cup, Reusable Drinkware, Gift for Tea Lover, Eco-Friendly Cup, Boba Tea Cup, Personalized Tumbler, Custom Drinkware, Gift for Her, Cute Tumbler, Unique Gift Idea",18,2,0.1,0,$25.00,$0,1
"StudioSashaLA:More Hearts Gift Wrap, Wrapping Paper, Gift for Her, Gift, Birthday, Valentine's Day, Anniversary
Gift for Her, Wrapping Paper, Wedding, Personalized, holiday, Christmas, seamless pattern, Gift Tags, Anniversary gift, christmas gift, gift wrap, gift, gift box",2,1,0.5,0,$25.00,$0,1
