Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"HyggeGiftsStudio:Happy Mother's Day Gift Box with Blanket, Socks and Succulent | Gift for Mom, Mother's Day Gift Basket, Gift Box for Women, Gift for Her
gift box for new mom, mom gift basket, gift box for her, mothers day gift box, best mom ever gift, gift basket, gifts for wife, gift box, gift for her, gift for mom, gift for mothers day, gift for women, mothers day gift",7,2,0.3,0,$69.09,$0,0
"MiaGiftShopCo:Thinking Of You Gift Box with Personalized Tumbler | Pink Hygge Gift Box, Personalized Love You Gift Box, Spa Box Gift for Her with Speaker
gift box, personalized gift, thinking of you, hyggie gift, spa box, personalized tumbler, love you box, gift fer her, self care kit, self care package, self care gift, speaker, shower speaker",252,8,0,0,$70.00,$0,0
"PNKTique:Blue and white Gift Wrap,  Unique Sorority Gift for her, HBCU Divine Nine, Finer women Wrapping Paper, Holiday gift wrap, D9 Paraphernalia
Christmas Gift, Divine nine gift, christmas gift wrap, finer gift, zeta soror gift, holiday gift wrap, gift wrapping, zeta gifts, zeta wrapping paper, zeta phi beta, wrapping paper, gifts for her, paper",885,12,0,0,$25.99,$0,0
"VVracingShop:Ferrari Charlos Gift Wrap Papers, Custom Santa Gift Wrap Papers, Christmas  Event Wrapping Paper, Grass Gift Wrap Papers, gift for her
f1, formula 1, f1 wrapping paper, wrapping paper, wrapping paper f1, carlos sainz, carlos sainz jr, charles leclerc, ferrari wrap paper, formua 1 wrap paper, xmas wrapping paper, gifts for her, gifts for him",501,47,0.1,0,$23.88,$0,3
"digitalproductfairy:Floral Nurse Naturopath Acrylic Cup with Straw, Stylish Drinkware for Home, Perfect Gift for Her,  Party Essential, Eco-Friendly
Acrylic Cup, Floral Drinkware, Reusable Cup, Personalized Cup, Summer Sips, Eco Friendly Cup, Outdoor Party Cup, Gift for Her, Drinking Accessory, Home Barware, Travel Drink Cup, Cute Beverage Holder, Coffee on the Go",16,2,0.1,0,$15.89,$0,0
"KokochiStore:Suave Acrylic Black Cat Cup | Cute Gift for her, him, friend | Cat Cup
water cup, coffee cup, cat cup, tea cup, black cat cup, everyday cup, cat mom, cat lover, gift for her, gift for christmas, gift for him, birthday gift, coffee lover",503,3,0,0,$24.00,$0,0
"TulleByRoyality:Personalized Gift Box for Appreciation Gift for her Customized Gift Box for Birthday Personalized Gift Self Care Box Personalized Tumbler
Sorority gifts, personalized gifts, crossing gifts, holiday gifts, gifts for her, themed gifts, Teacher gifts, thank you gifts, Gift box, birthday favors, party favors, custom gift box",511,28,0.1,0,$50.00,$0,0
"DigitalZooStudio:Thank You Floral Arched GIFT CARD HOLDER.  Gift for her, Appreciation, Thanks, Instant Download, Printable.
Gift Card Holder, Thank You Card, Gift Card, Floral Gift Card, Gift for her, Instant Download, Print at Home, Digital Download, Floral Card, Thank You gift, Shaped Gift Card",1139,4,0,0,$3.99,$0,0
"TiedTogetherbyMK:Gracie Abrams Wrapping Paper, Gifts for Her, The Secret o fUs
gracie abrams, the secret of us, birthday, surprise party, taylor swift, gifts for her",14,21,1.5,0,$14.50,$0,1
"HAVENGIFTBOX:Birthday Gift for Her, Birthday Gifts, Gift for Women, Tea Set Gift, Cozy Basket with Blanket Oil Warmer Gift Set, Girlfriend Gifts for Wife
Friend Care Package, Friend Gift Basket, Care Package for her, Blanket Gift Basket, Birthday Gift Box, Tea Retreat Gift, Comfort Gift Box, Birthday Gifts, Tea Set Gift, Gifts for Wife, Girlfriend Gifts, Cozy Gift for Her, Gift for Women",22,10,0.5,0,$60.00,$0,1
"DaffodilandDoe:Frosted Glass Mug, retro, Merry Vibes, Christmas, Bestfriend gift, self gift, gift for her, gift for him, Christmas gift
retro, frosted mug, coffee mug, self gift, gift for her, gift for him, bestfriend gift, christmas gift, ugly christmas",920,13,0,0,$14.99,$0,1
"MrsByValle:Spring/Summer Pink and Orange Flower wrapping paper | Bridal Showers| Weddings| Anniversary gift wrapping paper| Gift for Her| Birthday Gift
Gift for Her, Merry Christmas, 90s Nostalgia, Blue Retro Wrapping, Smiley Faces, Fun Retro, Daisies Pattern, Girly Gift Wrap, Daisy Flowers, Floral Gift Wrap, Mom's Gift, Celebration, Wedding Wrapping",762,13,0,0,$36.60,$0,5
"AliceGiftBox:Birthday gift box，Anniversary gift  for her with constellation necklace，Women's gift box, birthday gift for mom,bestfriend，sister
Gift for her, gifts for women, personalized gifts, gift for mom, care package friend, employee gifts, gift boxed necklace, gift for new mom, thank you gift box, gift boxed for her, congratulation gift, Birthday gift box, mother gift basket",255,13,0.1,0,$71.97,$0,1
"LaurenKentLA:Coquette Bows Wrapping Paper, Birthday Wrapping Paper, Daughter's Birthday, Baby Shower Wrapping Paper, Gift for Her, Baby Girl Gift
trending paper, Baby Shower Gifts, Baby Shower Present, Gift for baby girl, Gift for her, gift for daughter, baby shower paper, girl baby shower, daughter's birthday, young girl's present, pink and white bows, bow wrapping paper, birthday gift wrap",143,15,0.1,0,$9.99,$0,1
"AvaWesley:Surprise Book Gift Box, Birthday Gift, Gifts For Her, Bookworm Surprise, Reader Gift Box, Literary Present, Reading Surprise
book box, blind date book, book blind date, gift for her, gift box, bookworm gifts, gifts for readers, book lovers, gifts for her, mothers day, blind date with book, book lover gift, book lover",22,22,1,0,$40.00,$0,0
"WhimsicalKeepsakes12:Personalized Hygge Gift Box set, Custom Encouragement Gift Box, Thinking of You Gift Basket, Birthday Gift Box, Graduation Gift for Her
get well gift basket, care package friend, post surgery gift, grieving gift, mother gift basket, employee gifts, custom gifts for her, gift set for her, custom tumbler gift, hug in a box, hygge gift box, hygge gift basket, graduation gift box",38,3,0.1,0,$68.56,$0,0
"StudioSashaLA:Oyster Gift Wrap, Wrapping Paper, Gift for Her, Gift, Birthday, Valentine's Day, Anniversary
Gift for Her, Wrapping Paper, Christmas, seamless pattern, Gift Tags, Anniversary gift, gift wrap, Wedding gift ideas, Christmas gift wrap, Holiday Gift wrap, Custom gift, custom gift wrap, personalized gift",1,0,0,0,$25.00,$0,1
"PapierDabeille:Lady Bug Wrapping Paper, Lady Bug Gift Wrap, Lady Bug Lover, Gift For Her, Lady Bug Theme, Lady Big Birthday, Birthday Girl, Lady Bugs
Ladybug Theme, Ladybug Lover, Ladybug Party, Kids Lady Bug, Ladybug, Lady bug, Gardener, Gift For Her, Gift For mom, Gift For daughter, Gift For Sister, Gift For Grandma, Gift For Aunt",354,45,0.1,0,$21.99,$0,3
"NikiMoonBoutique:Care Package for Her – Cozy Gift Box, Gift Basket, Holiday Gift for Mom, Hygge Gift for Her, Women Birthday Gift Set, Mother’s Day Gift
care package for her, cozy gift, fall gift basket, friendship gifts, gift basket for her, gift box for her, gift for mom, holiday gift for mom, hygge gift for her, recovery gifts, women birthday gift, gift set for mom, mothers day gift",53,71,1.3,0,$50.00,$0,2
"HyggeGiftsStudio:Classy Gift Basket for Women , Cozy Gift Box with Blanket, Socks, Candle , Self Care Gift Box, Care Package, Gifts for Her for Any Occasion
hygge gift box, care package for her, get well gifts, gift box for women, get well gift box, gift baskets, self care package, gift box, gift for women, gifts for her, gift with blanket, kismetbyme, thinking of you gift",8,41,5.1,0,$56.36,$0,1
"MiaGiftShopCo:Thinking Of You Gift Box with Personalized Tumbler | Hygge Gift Box, Personalized Love You Gift Box for Her, Spa Box Gift for Her, Self Care
gift box, personalized gift, thinking of you, precious gift, hyggie gift, spa box, personalized tumbler, love you box, gift fer her, self care kit, self care package, self care gift, speaker",254,56,0.2,0,$70.00,$0,2
"VVracingShop:F1 Suave Acrylic Cup, Housewarming, Gift for him, Gift for her, Party Lunch Break Office Gym Plastic Tumbler Gift
Tumblers, F1 cup, f1 acrylic cup, f1 bottle, f1 gifts, f1 gift ideas, formula 1, lando norris, charles leclerc, gift for her, gifts for him, personalised",144,78,0.5,0,$50.78,$0,7
"GiftThatCounts:Thank You Gift, Thank You Gifts For Women, Appreciation Gift Box, Personalized Mug, Gift For Her, Send a Gift Box, Gifts for Friends
gifts for her, gift box, gift basket, mug gift, candle gift, thank a friend, thank someone, show appreciation, gifts for friends, appreciation ideas, thoughtful gifts, gratitude gift, gifts for women",1702,43,0,0,$46.95,$0,1
"TeachEliteDesigns:Space baby wrapping paper, New baby animal astronaut gift, for him, gift for her, gift bag,  gift paper, Birthday gift, babybook cover
new baby, wrapping, paper, gift, giftwrap, gift for him, gift for her, easter, valentines, birthday, for mum, dad, book cover",1199,28,0,0,$18.00,$0,1
"DigitalZooStudio:Thank You GIFT CARD HOLDER, Floral Gift Card Holder, Gift for her, Thanks, Thank You, Instant Download
Thank You Gift Card, Gift Card Holder, Thanks, appreciation, gift for her, instant download, digital download, print at home, watercolor gift card, Floral Gift Card, Minimal Floral card, gift card",1140,6,0,0,$3.99,$0,0
"WhimsicalKeepsakes12:Custom Hygge Gift Box set, Personalized Mother's Day Gift Box, Thinking of You Gift Basket, Mom Birthday Gift Box, Graduation Gift for Her
get well gift basket, care package friend, post surgery gift, grieving gift, boss retirement gift, mother gift basket, employee gifts, custom gifts for her, gift set for her, custom tumbler gift, hug in a box, hygge gift box, hygge gift basket",18,24,1.3,0,$68.56,$0,0
