Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"JanatshieDigitalArts:Cute stickers svg Anxiety quotes Sarcastic saying printable quote Affirmations png trendy design Print file for sticker or shirt printable
self love svg, self care svg, self love club, affirmations png, affirmation sticker, mental health png, i am enough, printable quote, anxiety quotes, anxiety saying, sarcastic sayings, cute stickers svg, sticker puns",1,0,0,0,$4.09,$0,1
"BackDoorCustomsShop:Once You Get Past My Anxiety Awkwardness Dark Humor RBF Shirt, I'm Actually a Delight Sweatshirt and Hoodie, Mother Day, Father Day Gift
Mother Day, Father Day Gift, Once You Get Past, Dark Humor RBF Shirt, Anxiety Awkwardness, I'm a Delight, Anxiety Shirt, Funny Saying tee, Sarcastic Shirt, gift for her, weird shirt, funny mental health, funny Saying",1,0,0,0,$15.00,$0,0
"DigiPrintFactory:2025 Anxiety Journal | Digital Anxiety Tracker | Mental Health Planner | Self-Care Journal | Canva Template
2025 journal, anxiety tracker, mental health, self-care tool, Canva journal, digital planner, printable journal, wellness tracker, stress relief, mindfulness tool, emotional support, self-help guide, mental clarity",122,15,0.1,0,$0.59,$0,0
"PinkPeonyInc:Anxiety Mode png, mental health digital download, Anxiety Shirts, Funny Cute Psychology Student Gift, Positive Thought download, Happy Mind
anxiety mode, funny mental health, cute psychology, funny mind, sarcastic sayings, anxious, humor",664,0,0,0,$2.50,$0,0
"SlayingItDesigns:Calm Your Mind Anxiety Management Workbook: Printable Coping Tools, Daily Tracker, Affirmations, Goal Setting Planner, Purple
emotional wellness, anxiety management, mindfulness planner, mental health tools, self care journal, goal setting tools, coping strategies, printable planner, calm your mind, anxiety workbook, mood tracking sheet, affirmations journal, daily mental tracker",122,2,0,0,$12.00,$0,0
"ThePrintGremlin:your anxiety is a mouse png transparent design, anxiety funny Retro design for sublimation and print, commercial licence tshirt graphic
cute png files, retro designs png, trendy shirt design, print on demand, commercial licence, transparent clipart, retro character png, sublimination design, mental health design, your anxiety is a h, coquette design png, anxiety racoon png, anxiety mouse",7,3,0.4,0,$2.62,$0,0
"BaoKhanhArt:Once You Get Past My Anxiety Awkwardness Dark Humor RBF Png, Unique Gift Idea Png, mother's day gilf, Father's day gilf
Gifts, Gifts for Husband, Gifts for Him, Gifts for Pets, Funny Anxiety Svg, Mental Health Svg, Dark Humor Svg",1,0,0,0,$3.09,$0,0
"NguyenChienCo:Once You Get Past My Anxiety Awkwardness Dark Humor RBF Png, Unique Gift Idea Png, mother's day gilf, Father's day gilf
Gifts, Gifts for Husband, Gifts for Him, Gifts for Pets, Funny Anxiety Svg, Mental Health Svg, Dark Humor Svg",1,0,0,0,$2.71,$0,0
"HappilyeverearringCo:Anxiety Gifts | Even My Anxiety Has Anxiety Pen or Keychain | Small Gifts
funny gift, funny keychain, funny pen, beaded keychain, cheap gifts, small gifts, friend gifts, anxiety pen, anxiety keychain, anxiety gift, anxiety funny, anxiety joke, anxious gift",140,19,0.1,0,$8.00,$0,2
"JaninaLeiva:Waterproof Metabolism/Anxiety Sticker
waterproof, sticker, anxiety, metabolism",936,17,0,0,$4.00,$0,0
"VRNprintgiggles:Overcome Anxiety, Fear, and Stress E-book – Faith-Based Guide for Peace and Confidence – One Step at a Time, You’ll Get There
anxiety relief ebook, christian self help, faith based healing, mental health guide, stress relief guide, overcome fear, overcome anxiety, emotional wellness, daily encouragement, spiritual healing, one step at a time, peaceful mindset, faith anxiety help",1,0,0,0,$7.99,$0,0
"BlueAnchorApparelCo:Over Thinker Since Birth, Anxiety Sweatshirt, Anxiety Sweatshirt, Mental Health Shirt, Mental Health Matters Shirt, Introvert Shirt, Witty
Anxiety Sweatshirt, Mental Health Shirt, Introvert Shirt, Witty, Over Thinker, Since Birth, Anxiety, Mental Health, Funny Over Thinker, Overthinker Shirt, Introvert Sweatshirt, Witty Sweatshirt, University Shirt",614,54,0.1,0,$34.99,$0,2
"3GCreationsShop:Anxiety On/Off Kiss-Cut Stickers - Cool Aesthetic Laptop Decals, Fun Planner Accessories, Mental Health Gifts, Unique Art Stickers, Trendy
Anxiety Stickers, Cute Laptop Stickers, Vinyl Stickers Pack, Aesthetic Stickers, Sassy Wall Decor, Funny Gift Idea, Kawaii Sticker Set, Trendy Office Decor, Gift for Her, Chic Laptop Decor, Colorful Sticker Art, Etsy Gift Idea, Street Style Decor",1,0,0,0,$4.65,$0,0
"hayleyzammit:Spiritually Soothe Stress & Anxiety Meditation Script / 585 words / for business or personal use
spirituality, spiritually soothe, stress anxiety, meditation script, guided meditation, scripted meditation, business use, digital download, PDF, meditation teacher, meditation guide, divinity, spiritual healing",251,7,0,0,$11.00,$0,1
"KawaiiBloomStudios:Think Big Then Overthink It Sweatshirt - Anxiety Humor Crewneck | Funny Mental Health Gift | Cozy Unisex Pullover
think big shirt, overthinker tee, funny quote shirt, comfort colors tee, motivational tee, anxiety humor tee, introvert humor tee, viral tiktok shirt, unisex graphic tee, self help humor tee, funny mental shirt, relatable tee, clean text shirt",1,0,0,0,$29.99,$0,0
"HealThyselfJewelry:Protection therapy bracelet for pain and anxiety relief | 6mm tiger's eye + magnetic hematite | single-strand bracelet for overall wellness
Multi-Color Bracelet, Magnetic Therapy, Magnetic Hematite, Grounding Gemstone, Minimalist Jewelry, Arthritis Pain, Joint Pain Relief, Magnetic Bracelet, Healing Bracelet, Single Strand, Anxiety Busting, Tiger's Eye, Protection Bracelet",95,7,0.1,0,$27.99,$0,0
"SlayingItDesigns:Calm Your Mind Anxiety Management Workbook: Printable Coping Tools, Daily Tracker, Affirmations, & Goal Setting Planner, Gray
anxiety workbook, daily mental tracker, calm your mind, goal setting planner, affirmations journal, wellness printables, anxiety management, self-care tools, mood tracking sheet, wellness journal, anxiety relief guide, self-care planner, goal tracker sheet",122,1,0,0,$12.00,$0,0
"DigiPrintFactory:2025 Mental Health Anxiety Journal - Digital Planner | Canva Editable Template
anxiety journal, digital planner, Canva template, self-care journal, mental wellness, 2025 journal, printable planner, therapy journal, mindfulness log, wellness tracker, anxiety planner, digital self-care",122,5,0,0,$5.93,$0,0
"DaisyRoseGiftsStore:Let's Do This Before Anxiety Kicks In Shirt, Retro Meme Shirt, Funny Mental Health Shirt, Anxiety Gift, Therapist Present
comfort colors, meme shirt, retro anxiety shirt, mental health shirt, retro mental health, funny anxiety tshirt, flower anxiety shirt, humorous shirt, funny women's shirt, sarcastic shirt, neurodivergent, anxiety tee, graphic tee",1,0,0,0,$21.99,$0,0
"PRLarts:Anxiety Relief - Roll-on Essential Oil Blend - All Natural - Dried Herbs, Lavender, Lemon, Amethyst Crystal
anxiety, relief, amethyst, crystal, lavender, Chamomile, bergamot, lemon, essential oil, grapeseed, vitamin e, oil, help",313,16,0.1,0,$11.00,$0,1
"TheAntiSocialSloth:Funny Social Anxiety Gift Mug, Duck Statement Mug, Anxiety Awareness, Microwave and Dishwasher Safe 11 oz Mug
Social Anxiety Mug, Mental Health, Awareness Mug, Funny Duck Gift, Statement Mug, Black Duck, Anxiety Awareness, Mothers Day Gift, Best Friend Gift, Fathers Day Gift, Gift Mug for Dad, Therapy Gift for mom, Antisocial sloth",376,21,0.1,0,$22.99,$0,0
