Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"WhiteNaturalsStore:Headache Relief Essential Oil Blend, Soothing Aromatherapy Oil for Tension & Headache Relief, 100% Pure and Natural for Calm and Relaxation
headache relief oil, tension relief oil, Pure headache remedy, soothing oil, aromatherapy oil, Essential oil blend, stress relief oil, calm and relaxation, oil for focus, headache treatment, USDA diffuser oil, organic oil blend, Massage oil for head",166,78,0.5,1,$19.99,$20,4
"3DPrintSolutionss:Stress Relief Bearing
stress, stressrelief, desk toys, bearings, toys, fun toys, stress balls, relief, toy, gift, stress bearing, 3d printed, ball bearing",291,78,0.3,2,$9.99,$20,6
"MattiesMelts:Car diffuser, Hanging Car Diffuser, fragrance for small spaces, variety of scents, handmade. Air freshener, handmade
home decor, essential oil, Strong scents, Odor control, Fragrance oil, clean car, scents small spaces, air fresheners, hanging car diffuser, car fresheners, oil car diffusers",534,56,0.1,1,$8.85,$9,1
"TheDarkMoonAandA:Anxiety Relief Roll-On Oil
Anxiety relief, Perfume oil, Ritual oil, Remedy, Natural, Herbs, Oils, Aromatherapy, Witch, Spell, Soothe",457,37,0.1,1,$8.50,$8,2
"AshleyPaintsArts:Flower doodles, anxiety relief, stress relief, coloring page, instant download, printable
flower doodles, coloring book, coloring page, stress relief, anxiety relief, coloring, art, digital download, printable, adult coloring, fun, mental health, flowers",394,87,0.2,4,$1.00,$4,1
"djbora:Relax Meditation S2 - Background Stress relief, Instrumental royalty free music
motivation, ambient, Meditation, mood, Sleep music, Nature sounds, royalty free music, Stress relief, background, Instrumental Music, zen therapy, slow music, yoga",51,25,0.5,1,$3.99,$4,0
"CrowsArtCorner:Stress and Anxiety relief Reverse Coloring Book: Nature Edition
reverse coloring, adult coloring, nature coloring, stress free, anxiety relief, art therapy, color relaxation, diy coloring, reverse art, calming therapy, artsy",19,39,2.1,2,$1.92,$4,1
"AlynnaStudio:CoCo Wyo Stress Relief Coloring Book for Adults and Kids – 52 Bold Easy Designs (Animals, Flowers, Patterns, Digital Download)
cute and cozy, cute and comfy, bold and easy, coco wyo, coloring book, digital coloring, adult coloring, Stress Relief Color, Stress Relief, coco wyo Stress, coco wyo coloring, Bold Coloring Book, Easy Coloring Pages",6,34,5.7,1,$3.00,$3,1
"SoftPetalz:Soft Petalz Hand Decorated Soy Candles 6 oz.
soy candle, decorated soy candle, sinus relief, relax candle, flower valley, rose pomegranate, fruit loops candle",62,0,0,0,$13.99,$0,0
"ProverbHerb:Reusable Aromatherapy Soy Candle in a 8 ounce tin.
Aromatherapy",93,30,0.3,0,$14.00,$0,0
