Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"Speciallearning:Ramen Lovers Variety Gift Box — 10 Unique Instant Noodles | Packet, Cup & Bowl Styles | Flavor Sampler | Noodle Lover Gift Set for her, gift
ramen variety box, noodle lover gift, ramen sampler, international sample, spicy ramen box, instant noodles gift, college care package, foodie gift set, ramen bundle, ramen tasting box, cup noodle pack, instant noodle box, dorm food care pack",1,0,0,0,$36.99,$0,0
"OneStitchBack:Holiday Design Gift Tags [Printable PDF]
gift tags, printable gift tags, PDF gift tags, gifting tags, hand-lettered tags, PDF tags, printable tags, holiday gift tags, christmas gift tags, navidad gift tags, navidad, christmas, holiday ",491,12,0,0,$1.00,$0,0
"ProjectsbyPeepa:Retro Chips and Queso Sticker, Tex Mex Foodie Gift Idea, Laptop Decal for Mexican Food Lover, Chips and Queso Sticker, Taco Tuesday Sticker
laptop sticker, water bottle sticker, cinco de mayo gift, present retro food, vintage food thumbs, foodie sticker, taco tuesday present, mexican food decal, chips funny food pun, queso que so gift, taco lover gift, taco night out, tex mex foodie",1,0,0,0,$3.99,$0,0
"NnekaExpressions:Cultural Essence Gift Wrap – Diamond Elegance Pattern (3-Pack)
Matte Gift Wrap, Gift Wrap Sheets, Holiday Gift Wrap, Premium Paper, Birthday Gift Wrap, Eco-Friendly Gift, Eco-Friendly Wrap, Premium Wrapping, Matte Finish Gift, Gift Packaging, Gift Supplies, African Wrapping, African Gift",122,3,0,0,$24.48,$0,0
"TejasMercantile:Pink Nutcracker gift wrap Wrapping Papers
",200,36,0.2,0,$12.00,$0,0
"BellAndLou:Mother's Day Gift, Mother's Day Gift Card Bundle, Mother's Day Card, Bunting, Garland Set
Mother's Day Gift, Gift Card holder, Garland, Bunting, Bright Color Gift, Unique Wrapping, Modern Gift Bag, Mother's Day Bundle",1,0,0,0,$17.95,$0,0
"AmeriaGiftCo:Holiday Gift Box, Christmas Gift Box, Winter Gift for Her, Festive Gift Box, Gift Box for Women, Gift Box for Friend, Seasonal Gift Box
Gift box for friend, gift box for her, gift box for wife, gift for girlfriend, gift for mom, gift for sister, personalized gift, Christmas gift box, gift for christmas, holiday gift box, cozy gift box, winter gift box, Blanket gift set",151,0,0,0,$18.95,$0,7
"KaimukiDesigns:Hawaiian Palaka Pattern Wrapping Paper, Local Hawaii Gift Wrap for Weddings, Birthdays, Holidays, Design, Mint Seafoam Blue
hawaiian gift wrap, hawaii gift wrap, wrapping paper, hawaiian, aloha gift wrap, palaka, palaka pattern, palaka design, hawaiian gift, local hawaii gift, local hawaii, hawaii gift, gift hawaii",1,0,0,0,$14.99,$0,0
"KaiaCustomCreations:Custom Cocktail Napkins for Wedding Fun Fact Bridal Theme Personalized Party Decor Bridal Shower Gift Reception Tableware
custom napkins, wedding napkins, bridal shower, wedding decor, personalized napkins, fun fact napkins, party napkins, cocktail napkins, unique wedding, custom wedding, reception decor, bridal couple, wedding keepsake",68,41,0.6,0,$92.56,$0,2
"TheWrappingPlace:Konnichiwa - Japanese Inspired Gift Wrap
Japan, Japanese, Cultural, Diversity, Cherry Blossom, Mt Fuji, Ramen, Gift Wrapper, Wrapping Paper, Wrap",150,0,0,0,$11.07,$0,1
"VintageDopeDealers:Vintage Dennison Christmas Gift Wrap Juvenile 2 Sheets of Gift Wrapping in Original Package 1960s
vintage christmas, Christmas Boxes, MCM Xmas, vintage gift wrap, Modern Vintage, Graphic Design, ephemera, old cards, Vintage Xmas, Winter Scene, Holiday Card, Xmas Greeting, Greeting Card",490,10,0,0,$30.00,$0,0
"AuroraY2K:Gift Wrap Papers, Floral Gift Wrap, Pink and White Wrapping Paper, Gift Packaging Supplies, Gift Wrap Rolls, Flower Gift Wrap
Pink Floral, Gift Wrap, White Flowers, Floral Paper, Pretty Design, Gift Wrap Sheets, Wedding Gift, Gift Packaging, Flower Pattern, Wrapping Paper, Feminine Decor, Gift Presentation, Craft Supplies",1,0,0,0,$12.67,$0,0
"TropicalReignStudio:Wrapping Paper,Winter Cardinal Birds Gift Wrap,Christmas Holiday Decorative Gift Wrap. Festive Red Berries Design, Realistic Style, Birthday
Cardinal Birds, Holiday Wrap, Festive Design, Winter Theme, Gift Packaging, Nature Inspired, Realistic Artwork, Red and Blue, Seasonal Decor, Christmas Birds, Botanical Print, Gift Giving, Unique Wrapping",1,0,0,0,$24.99,$0,0
"OneStitchBack:Christmas Cookie Gift Tags [Printable PDF]
gift tags, printable gift tags, PDF gift tags, gifting tags, hand-lettered tags, PDF tags, printable tags, holiday gift tags, christmas gift tags, navidad gift tags, navidad, christmas, holiday ",491,8,0,0,$1.00,$0,0
"ProjectsbyPeepa:Retro Pizza Sticker, Funny Pizza Party Favor Idea, Gift Idea for Italian Foodie, Laptop Decal with Pizza, Pizza Water Resistant Water Bottle
water bottle sticker, present retro food, gift idea for foodie, vintage food thumbs, foodie friend gift, pizza party favor, pizza theme party, funny italian food, cheese pepperoni, slice slice baby, laptop sticker cling, pizza decal, waterproof pizza",1,0,0,0,$3.99,$0,0
"KaimukiDesigns:Hawaiian Palaka Pattern Wrapping Paper, Local Hawaii Gift Wrap for Weddings, Birthdays, Holidays, Design, Skye Baby Blue
gift hawaii, hawaiian gift wrap, hawaii gift wrap, wrapping paper, hawaiian, aloha gift wrap, palaka, palaka pattern, palaka design, local hawaii gift, local hawaii, hawaii gift",1,0,0,0,$14.99,$0,0
"CraftyChickKim:Floral Gift Wrap Paper Set | Elegant Pink Floral Design, Perfect for Birthdays, Weddings, Housewarming, Holidays, Eco-Friendly Gift Wrapping
Floral Gift Wrap, Pink Wrapping Paper, Decorative Paper, Birthday Gift Wrap, Elegant Gift Wrap, Creative Gift Wrap, Artistic Wrap Paper, Custom Wrap Paper, Wedding Gift Wrap, Christmas Gift Wrap, Party Wrap Sheets, Gift Packaging Ideas, Handmade Gift Wrap",1,0,0,0,$14.00,$0,0
"PaigeCOshop:Dolphins Rock 20oz Slim Water Bottle, Insulated Stainless Steel for hot or cold, Dolphin Lovers, Holiday Gift, Happy Feelings
",614,2,0,0,$21.98,$0,0
"Wcards:Cookie Pouch, Tea bag holders: Yellow - Green - floral - Mustard yellow - Tea Party Favors - mini gifts - gift card holders - origami paper
mustard yellow, party favors, money holder card, gift holder, pocket holder, gift card holders, tea bag holders, tea party favors, wedding favor, Tea party, Tea bag favors, Origami paper",3691,0,0,0,$12.00,$0,40
