Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"DropofSunshinePrint:Nacho Average Teacher & Staff Printable Gift Tags - Instant Download - Appreciation Gift - End of Year - Staff Thank You - Digital PDF
teacher appreciation, printable gift tags, staff appreciaition, end of the year gift, nacho average staff, nacho average gift, thank you tags, educator gift tags, school staff gift, digital download, unique teacher gift, instant download, custom teacher gift",355,23,0.1,1,$4.00,$4,1
"PuppyLoveByMaya:Puppy Love Custom Gift Wrap
",1230,31,0,1,$3.99,$4,0
"LioraJF:Gift Wrap Papers, Ocean Themed Blue Green Sea Animals, Multiple Sizes, Wrapping Paper Roll for Birthdays, Holidays, Crafts
Gift Wrap, Wrapping Paper, Ocean Theme, Blue Green, Sea Animals, Sea Creatures, Multiple Sizes, Cute Gift Wrap, Under the Sea, Marine Life, Gift Packaging, Birthday Present, Holiday Gift Wrap",1,0,0,0,$12.67,$0,0
"RockCandyBar:CAROL's Gift - Food & Gift Box for Cousin Dennis
",1,0,0,0,$125.00,$0,0
"DelightfulOutfitters:Funny Wrapping Paper, Shakespeare Wrapping Paper, Shakespeare Gift Wrap, Funny Gift Wrap, Cute Wrapping Paper, Quirky Bubblegum Gift Wrap
Funny Wrapping Paper, Funny Gift Wrap, Cute Wrapping Paper, Bubblegum Gift Wrap, Book Nerd, For Book Lovers, For English Teacher, Unique Gift Wrap, Shakespeare Paper, Funny Shakespeare, Shakespeare Gift",81,8,0.1,0,$24.99,$0,1
"KalotoysStore:Personalized Teacher Gift Card Holder, Teacher Appreciation Gift| End Of Year Teacher Gift|Teacher Gift TH16
Teacher Gift, Teacher Appreciation, Classroom Gift, Teacher Thank you, Gift Card Holder, Teacher Keepsake, Gift for Teacher, Teacher Love, Handmade Gift, School End Gift, Thank you Teacher, End of School Gift, Student Gift",1,0,0,0,$14.98,$0,0
"WhymWandr:Wrapping Paper, Plant Lovers Gift Wrap with Vintage Bookshelf, Houseplant Lover Gift, Gardener Present, Botanical Paper, Greenery Gift Wrap
Gift Wrap, Plant Lovers, Vintage, Bookshelf, Houseplants, Wrapping Paper, Botanical, Greenery Theme, Nature Inspired, Gift Packaging, Eco-Friendly, Gardening Gift, Unique Design",149,0,0,0,$15.99,$0,2
"SnapCraftsUS:Personalized Teacher Gift Card Holder, Teacher Appreciation Gift| End Of Year Teacher Gift|Teacher Gift TH16
Teacher Gift, Teacher Appreciation, Classroom Gift, Teacher Thank you, Gift Card Holder, Teacher Keepsake, Gift for Teacher, Teacher Love, Handmade Gift, School End Gift, Thank you Teacher, End of School Gift, Student Gift",1,0,0,0,$14.98,$0,0
"NnekaExpressions:Heritage Luxe Gift Wrap – Sunburst & Stripes Design (3-Pack)
Matte Gift Wrap, Gift Wrap Sheets, Holiday Gift Wrap, Premium Paper, Birthday Gift Wrap, Eco-Friendly Gift, Eco-Friendly Wrap, Premium Wrapping, Matte Finish Gift, Gift Packaging, Gift Supplies, African Wrapping, African Gift",122,4,0,0,$24.48,$0,0
"TropicalReignStudio:Christmas Ornaments Gift Wrap Papers, Holiday Wrapping Paper, Festive Blue and Gold Pattern, Blue Gold Gift Wrapping Roll, Blue Gold Theme
Christmas wrapping, Ornament pattern, Bauble design, Luxurious paper, Dark background, Blue and gold, Festive texture, Intricate pattern, Swirling branches, Gift wrap roll, Holiday decorations, Wrapping supplies, Ornate ornaments",1,0,0,0,$24.99,$0,0
"Miacloset13:12 Wood Looking Gift Cardholders / Gift Cardholder Set / Scrapbooking Small Envelopes / Nature Lover Paper Envelopes / Gift Card Envelopes
Gift Card Envelopes, Wood-look  Envelopes, Christmas Gift",982,10,0,0,$12.99,$0,0
"GracefullyyoursCA:Scottish Bagpiper Gift Wrapping Paper, Christmas Gift Wrap, Holiday Gift Wrap, Festive Wrapping Paper
scottish bagpiper, gift wrapping paper, holiday gift wrap, holiday wrap, christmas gift wrap, pretty gift wrap, cute gift wrap, birthday gift wrap, wrapping paper, scottish wrapping, paper, gift wrap, trendy gift wrap",122,9,0.1,0,$31.24,$0,0
"Speciallearning:Mother’s Day Gift Box for Mom – Headbands, Lipstick, Earrings,  Candy & Thank You Card – Cute and Thoughtful Gift Set for Her
Mothers Day gift, Gift Box for Mom, Headband Gift Set, SelfCare Gift Her, Mom Appreciation Box, Lipstick Gift Set, Gift for African Mom, Candy Gift, Thoughtful Gift Box, Elegant Mothers Day, mothers day present, thank you mom, gift for her",1,0,0,0,$35.99,$0,0
"ChapterOneByWhitney:Boho Wrapping Paper Roll, Neutral Gift Wrap, Christmas, Birthday, Western Style
wrapping paper, Christmas wrapping, boho wrapping paper, boho Christmas, wrapping paper roll, Christmas gift wrap, wrapping paper sheet, cute wrapping paper, Christmas sheet, Neutral, Birthday",870,39,0,0,$21.00,$0,9
"Brittanyish:Christmas Dog Gift Card Holder
dalmatian, Pomeranian, corgi, pittie, labrador, labradoodle, weiner dog, chihuahua, poodle, pit bull, shepherd, gift tag, gift card",907,0,0,0,$4.00,$0,1
"98Apparel:Custom 80th Birthday Napkins, Personalized Birthday Napkins, Look Who's Birthday Napkin, 80th Birthday Gifts, Birthday Party Decors,Cocktail
Custom napkins, Cocktail napkins, Personalized Napkins, Paper napkins, luncheon napkins, printed napkins, birthday napkins, birthday gifts, birthday party, birthday decorations, party decorations, 80th birthday, 80th birthday gifts",7,21,3,0,$9.95,$0,0
"StudioSashaLA:Limoncello Wrapping Paper, Wrapping Paper, Gift for Her, Gift, Birthday, Valentine's Day, Anniversary, Gift Wrap
Gift for Her, Wrapping Paper, Christmas, seamless pattern, Gift Tags, Anniversary gift, gift wrap, Wedding gift ideas, Christmas gift wrap, Holiday Gift wrap, Custom gift, custom gift wrap, personalized gift",1,0,0,0,$25.00,$0,1
"OneStitchBack:Watercolor Holiday Gift Tags [Printable PDF]
gift tags, printable gift tags, PDF gift tags, gifting tags, hand-lettered tags, PDF tags, printable tags, holiday gift tags, christmas gift tags, navidad gift tags, navidad, christmas, holiday ",491,6,0,0,$1.00,$0,1
"TinyPatients:Dental Wrapping Paper, Tooth Gift Wrap, Dental School Graduation Gift, Dentist Gift Wrap, Tooth Fairy, Teeth Gift, Dental Hygienist Gift
dental school grad, dental hygienist, dental assistant, dental gift, gift for dentist, dentist birthday, medical gift wrap, dental gift wrap, dental present, dental office, hygienist gift, tooth fairy gift, lost tooth gift",17,17,1,0,$12.50,$0,3
"WhymWandr:Wrapping Paper Sheets, Vintage Bookshelf Design, Houseplant Gift Wrap, Holiday Paper, Birthday Wrap, Christmas Wrap, Craft Paper
Vintage Bookshelf, Houseplants Wrapping, Gift Wrap, Single Sheet, Decorative Paper, Retro Design, Unique Present, Plant Lover Gift, Botanical Theme, Special Occasion, Stationery Supplies, Gift Giving, Bookworm Delight",149,0,0,0,$16.99,$0,0
"TropicalReignStudio:Wrapping Paper, Christmas Gift Wrap, Cardinal Bird Design, Holiday Packaging, Festive Present Decor, Blue Rowan Berries, Winter Snow Theme
Northern Cardinals, Gift Wrap, Bird Pattern, Christmas Paper, Berries Design, Branches Print, Holiday Decor, Winter Birds, Festive Wrapping, Red Cardinals, Seasonal Gift Wrap, Nature Theme, Christmas Decor",1,0,0,0,$24.99,$0,0
"LullabyMall:Personalized Bridal Shower Floral Napkins Bridal Shower Gift Cocktail Bridal Shower Decor Wedding Party Bridal Shower Monogram Engagement
Bridal Shower, Shower Napkins, Napkins Cocktail, Napkins Beverage, Eucalyptus Greenery, Shower Decorations, Bridal Shower Favors, Bridal Party Table, Monogram Tableware, Wedding Shower, Bridal shower gift, custom napkins, Shower Decor Brunch",1,0,0,0,$20.95,$0,0
