Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"CounsellorCronan:Somatic Therapy Workbook. Grounding Techniques, Somatic Experience. PTSD Self-Regulation Resources. Somatic Healing exercises. Vagus Nerve
mental health, master resell, therapy plr bundle, polyvagal theory, somatic experience, dbt bundle, therapy bundle, therapist notes, healing workbook, therapy planner, self-care journal, social worker, psychologist book",150,663,4.4,21,$5.11,$107,62
"MRRHAVEN:Therapy bundle, Psychology Worksheets, internal family systems, DBT bundle, EMDR scripts, trauma bundle, act bundle, psychologist resources
mega therapy bundle, trauma therapy, acceptance therapy, dbt bundle, dbt cheat sheets, ifs bundle, emdr bundle, emdr-scripts, act bundle, therapy worksheets, emdr therapy, ifs therapy, therapy bundle",42,283,6.7,1,$104.92,$105,27
"SpeechieBoutique:Occupational Therapy Coffee Fuel Sticker | OT Sticker for Laptop, Coffee Mug, Cup, Notebook, Phone, Journal, Binder, Planner, Tumblr, Etc!
coffee stickers, ot stickers, occupational therapy, ot sticker, cota stickers, school ot stickers, graduate school gift, graduation gifts ot, ot therapy, ot therapist, pediatric ot therapy, clinical ot sticker, coffee ot sticker",405,623,1.5,32,$3.25,$104,98
"WiseSpreadsheetsShop:Child Therapy Interventions, Child Therapy Goals, ADHD, ODD, Conduct Disorder Therapy, Goals, Child Behavioral Questions, Therapy Templates
Therapy Questions, counseling questions, Therapy Intervention, Child Therapy Goals, Child Interventions, Behavioral Questions, questions for child, Guardian questions, Child counseling, Children therapy, Psychotherapy, Teens Therapy, child behavior",403,494,1.2,16,$6.00,$96,51
"LillyNJune:Physical Therapy Shirt, Pediatric Physical Therapist, Pediatric Physical Therapist Assistant, PT TShirt, PTA Grad Gifts
pedicatric physical, therapist, therapy, peds pt shirt, physical eduacation, PT tshirt, physical therapy, physical therapist, pt therapist gift, ot rt respiratory, sensory therapist, future pt gift",1439,206,0.1,3,$28.35,$85,26
"EMOTIONZZshop:Art Therapy Workbook for Inner Child Healing, Mental Health Journal, Therapy Printable Worksheets, Self Help Tool, CBT Counseling Resource
therapy worksheets, emotional regulation, guided journal, art therapy, anxiety relief, journal prompts, counselling, anxiety journal, emotional support, self therapy, shadow work, therapy printables, therapy journal",156,286,1.8,7,$11.91,$83,31
"HappyPeonyDesign:Therapy Intervention List, Therapeutic Interventions, Clinical Terms Reference Sheet, Progress Notes, Progress Report, Treatment Planner
therapy cheat sheet, therapy template, therapy words, therapy notes, progress notes, progress report, counseling notes, clinical notes, therapist notes, cheat sheet, therapy tools, therapy intervention, intervention list",589,791,1.3,40,$1.76,$71,21
"HeyCoconut:Comfort Colors® Occupational Therapy Shirt, Gift For Occupational Therapist Tshirt, OT Assistant Shirt, Trendy OT Shirts, OTA T-Shirt
comfort colors, occupational therapy, shirt, gift for, occupational, therapist tshirt, OT assistant shirt, trendy OT shirts, OTA t-shirt, OT gifts, OT tee, OTA tees, OT student tee",11,132,12,2,$34.00,$68,4
"Coach4Coach:Gestalt Therapy Cheat sheet, Gestalt therapist worksheets, Therapy Tools, Gestalt Counselling Handout, Psychologist Resources, Empty Chair
gestalt intervention, therapist resources, gestalt counselling, gestalt techniques, counseling tools, psychology tools, gestalt therapy, gestalt processing, gestalt language, gestalt questions, gestalt psychoterapy, gestalt approach, gestalt treatment",123,308,2.5,10,$5.80,$58,18
"FcDesignUS:Occupational Therapy Shirt, Floral OT Tee, Daisy Special Education Shirt, Therapist Gift, Therapy Shirt, Sped Teacher Sweater, Gift for Her
Occupational Therapy, Cute Therapist Gift, Special Education, Speed Teacher Shirt, Teacher Gift, Therapist Shirt, Floral OT Shirt, Spooky OT Shirt, OT COTA Shirt, OT Team Shirt, Therapist Gift, Therapy Shirt, Sped Teacher",46,173,3.8,3,$19.00,$57,3
"CalmStudioPrints:Therapy Talking Helps Therapist Office Art Printable Colorful Art Digital Art Wall Decor Office Counsellor Office Art Mental Health Art
Home Wall Art Decor, Trendy Room Decor, Therapy Office Decor, Mental health prints, Art Wall Decor, Office Counsellor, Mental Health Art, Positive Affirmation, Digital Wall Art, Motivational Quote, Mindfulness Decor, Inspirational Print, Colorful art prints",82,234,2.9,7,$7.80,$55,51
"DigitalOTDesigns:It Begins With Coregulation Poster, Occupational Therapy, Child Kid Counseling, Therapist Office Decor, School Counselor, Parenting Advice
Coregulation Poster, Occupational Therapy, Child Therapy, Therapist Office, Emotional Regulation, Kids Counseling, Office Decor, Psychologist Decor, Feelings and Emotion, School Counselor, Parenting Advice, Growth Mindset",1056,207,0.2,6,$8.62,$52,8
"BellaAndOak:Comfort Colors® Occupational Therapy Sweatshirt, Occupational Therapist Gift, OT Crewneck, OT School Grad gift for her or him, Ergotherapy
Comfort Colors Shirt, comfort color Sweat, I'm the Therapist, New Therapist Gift, Vintage Varsity top, OT Crewneck, Ergotherapy gift, Occupational Therapy, Therapist Gift, OT School Grad, Licensed Therapist, Ergotherapist top, Comfort Color Hoodie",382,154,0.4,1,$50.99,$51,5
"SuccessInSocialWork:CBT Session Plans & Progress Notes for Therapy Sessions, cbt skills, cbt workbook, therapy worksheet, counseling resources, therapy tools
cbt resources, counsellor cronan, cognitive distortion, client engagement, socratic questions, IFS therapy, cbt bundle, counseling resource, therapy worksheets, therapy office decor, BPD, cbt for adults, counsellorcronan",62,184,3,9,$4.94,$44,21
"AnitaAlyiaLettering:Reading is my therapy svg, book lover svg, bookworm svg, book nerd svg, hand lettered svg, reading quote svg, librarian svg, bookish svg
book lover svg, bookworm svg, book nerd svg, hand lettered svg, reading quote svg, librarian svg, reading svg, is my therapy svg, reading shirt svg, reading mug svg, reading obsessed svg, reading therapy svg, book club svg",1507,466,0.3,24,$1.81,$43,54
"100 EJERCICIOS DE MEMORIA. Terapia ocupacional. Estimulación Cognitiva. Imprimibles. Fichas Terapéuticas-educativas.
Estimulación cognitiva, LENGUAJE, MEMORIA, TERAPIA OCUPACIONAL, LOGOPEDIA, PEDAGOGÍA, PSICOLOGÍA, FONOAUDIOLOGÍA, NEUROCIENCIAS, FUNCIONES EJECUTIVAS, TDAH, ALZHEIMER, DEMENCIAS",361,189,0.5,6,$6.00,$36,7
"SprinkleLoveStudios:ADHD Cheat Sheet Handout, Coping Skills Tools, Therapy Resources, ADHD Awareness, Mental Health PNG, Adhd Journal, Instant Download
Calm Down Corner, Mental Health Prints, Mental Health Kids, School Counselor, Therapy Office, ADHD, ADHD handout, ADHD therapy, Therapy resources, coping skills, ADHD Teens, adhd printable, adhd awareness",55,215,3.9,11,$3.00,$33,11
