Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"Fevaretshop:Guided Journal for Dreams,Night Visitation Journal,Custom Angel Notebook,Dreamers  Diary, Rustic Journal, Leather Journal, Lined Notebook
spiritual journal, dream journal, christian journal, celestial journal, angel journal, dream diary, spiritual diary, dream book, leather journals, lined notebook, vision book, personalised journal, prayer journal",182,10,0.1,0,$29.95,$0,0
"StarlitGemsStudio:Growth Mindset Journal, motivational journal, affirmation journal, mental health gift, self help gift,  growth journal
Growth mindset, Journal, Gift, self help gift, self care journal, affirmation journal, transformation, motivational, coping journal, growth, change journal, christmas gift, for kids",196,24,0.1,0,$42.00,$0,2
"LilianaAndLiam:Personalized Leather Journal - Adventures of Me + You - Custom Leather Notebook For Your Love - Wedding or Anniversary Gift - Love Letters
personalized journal, leather journal, anniversary gifts, gift for couples, gift for boyfriend, couple journal, gift for girlfriend, gift for husband, gift for wife, boyfriend gift, 1-year anniversary, anniversary journal, engagement gifts",405,30,0.1,0,$39.99,$0,1
"PeachfulCrafts:Bible Verse Personalized  Journal, Gifts for her, New Chapter of Life Journal, Wedding Gift, Birthday Gifts, Anniversary Gifts, Grad Gifts
Personalized journal, Name Journal, Customized Journal, Bible Verse Journal, Gifts for Her, Wedding Gifts, New Chapter of Life",277,18,0.1,0,$35.25,$0,0
"Tempotats:Regalo para Hijo Perzonalizado, Journal De Cuero Vegano, Personalized Leather Journal for Son - Custom Birthday Gift with Name & Graphic
regalo para hijo, sentimental gift, hijos, spanish, personalized journal, regalo personalizado, mother's day gift, custom notebook, regalo sentimental, papa e hijo, mama para hijo, regalo navidad, regalo hijo",311,45,0.1,0,$39.99,$0,0
"LuxeModernDesign:Personalized Letters for my Granddaughter Journal, Dear Granddaughter Notebook, Personalized Name Journal, Custom Keepsake, Gift from Grandp
letters to grandkids, granddaugther letter, Personalized journal, custom notebook, gift from grandma, gift from grandpa, journal for grandkid, Gift for grandma, gift for grandpa, memory journal, keepsake journal",385,35,0.1,0,$29.95,$0,0
"OLKAGIFTS:You are My Sunshine- Vegan Leather Graphic Journal, GIft from Mom to Daughter, Gift for Daughter leather journal Gift to mydaughter
personalized journal, gift for her, leather journal, personalized gift, notebook, journal, custom notebook, vegan leather, gift for daughter, custom journal, journal for women, leather diary, graphic journal",504,51,0.1,0,$29.95,$0,2
"MsClassyGifts:Personalized Christian Journal for Women, Positive Affirmations, Bible Study Prayer Journal, Christian Gift for Nana/Grandma/etc.
bible study journal, Easter gift, christian gifts, bible study gifts, mothers day, aunt grandma sister, unique gift idea, for women, affirmations, Birthday, Christmas Gifts, birth flower, personalized custom",378,23,0.1,0,$49.95,$0,0
"DazzlingDrops:Personalized Journal, ""I Used to Work with Legends"" Notebook, Leaving Work Gift, Going Away Gift for Coworker, Farewell Gift for Coworker
Personalized Journal, Leaving Work Gift, Going Away Gift, for Coworker, Farewell Gift for, Coworker, leaving gift, colleague leaving, leaving job gift, sorry you're leaving, funny leaving gift, new job gift",61,6,0.1,0,$40.88,$0,1
"Persei1GiftCreation:My Bucket list journal personalized, retirement gift, personalized journal, trip planner, project planner, adventure book
Bucket List notebook, personalized journal, retirement gift, coworker retirement, gift for woman, gift for man, personalized gift, Bucket List Journal, adventure book, travel planner, project planner, adventure journal",34,4,0.1,0,$39.95,$0,0
"Gr8fulGiftsShop:Resilience Leather Journal
Notebook, Journal, Vegan, Leather, Gift, Boyfriend, Girlfriend",198,11,0.1,0,$29.95,$0,0
"KreativSpot:Gute Mama Leder-Journal – Erinnerungen festhalten & Erlebnisse teilen | Inspirierendes Tagebuch für Mütter, personalisiertes Geschenk
leather diary, Travel diary, diary, writing diary, custom sketchbook, gift for her, Mother's Day gift, Christmas present, gift for mother, Leather Journal, notebook gift, mother's gift, Mom Journal",164,21,0.1,0,$46.34,$0,0
"ABrandNewDayDawning:Personalized Prayer Journal For Women, Positive Affirmations Journal, God Says I Am Loved, Christian Gift Journal, Mother's Day Gift,
God Says i am loved, affirmations, aunt grandma sister, bible quotes, bible study gifts, bible study journal, bible verse, christian gifts, devotional journal, personalized custom, unique gift idea, mothersda y, mothers dayful gift",389,40,0.1,0,$54.95,$0,0
"HeartfeltHeavens:Personalized Vegan Leather Journal for Sister in Christ, Inspirational Christian Gift, Goal Setting & Faith Journal, Thankful for You Gifts
sister in christ, christian gifts, christian journal, prayer journal, religious gifts, bible study notes, leather journal, bible study journal, christian notebook, journal, gift for sister, gift for christian, christian gift ideas",155,14,0.1,0,$49.81,$0,1
"TimelessTouchTokens:Faith Journal with Cross, Christian Journal, Inspirational Notebook for Women, Spiritual Planner, Custom Prayer Journal
Personalized Journal, Custom Diary, Custom journal, leather diary, leather journal, Journal For women, prayer journal, custom notebook, Faith journal, with bible verse, customized notebook, monogrammed journal, graduation gifts",125,8,0.1,0,$34.95,$0,0
"SeifertStudios:Men’s Christian Journal
men's journal, gifts for him, prayer journal, gift for men, christian gift, men's notebook, leather journal, journal, mens gift, christianity journal, men's prayer journal, bible study journal, gifts for husband",172,11,0.1,0,$29.99,$0,1
"SubtleShade7:Personalized leather journal. Custom name leather notebook. Memory keepsake journal. Unique gifts. Dear journal. Custom journaling notebook
Custom journal, Custom notebook, Personalized journal, Personalized notes, Grief journaling, Letters to heaven, Leather journal, Leather notebook, Travel notebook, Dear daughter son, Dear mom dad, Grandma grandpa, Unique gifts her him",497,38,0.1,0,$47.50,$0,1
"SassyMusketeers:Personalized Prayer Graphic Leather Journal, Customizable Engraved Faith Notebook, Perfect Gift for Spiritual Devotion & Reflection
Personalized Journal, Prayer Journal, Faith Notebook, Custom Engraved, Spiritual Gift, Religious Journal, Bible Journal, Leather Diary, Custom Gift, Christian Journal, Devotional Book, Faith Journal, Handmade Journal",321,38,0.1,0,$49.95,$0,2
"StacyStyleGifts:First Time Mom Gift, Personalized Leather Journal, Baby Memory Book, New Mom Gift From Husband, Leather Notebook, Thinking of You Gift
First Time Mom Gift, Personalized Journal, Vegan Leather Gift, Sentimental Gift, New Mom Journal, Gift from Husband, Memory Keepsake, Thinking of You, Leather Notebook, Gift for Her, Custom Notebook, Unique Journal, Encouragement Gift",187,13,0.1,0,$45.43,$0,0
"TheTexasDaisyStore:American Flag & Realtor Hard Cover Journal - Ruled Line
",460,4,0,0,$30.00,$0,0
